date,menu,category,orders,amount
2025-08-02,아메리카노,커피,82,369000
2025-08-02,카페라떼,라떼/기타,47,235000
2025-08-02,바닐라라떼,라떼/기타,25,137500
2025-08-02,콜드브루,커피,37,203500
2025-08-02,카푸치노,라떼/기타,10,50000
2025-08-02,녹차라떼,라떼/기타,11,60500
2025-08-02,초코라떼,라떼/기타,18,99000
2025-08-02,에스프레소,커피,6,21000
2025-08-02,디카페인 아메리카노,커피,7,35000
2025-08-03,아메리카노,커피,69,310500
2025-08-03,카페라떼,라떼/기타,40,200000
2025-08-03,바닐라라떼,라떼/기타,36,198000
2025-08-03,콜드브루,커피,33,181500
2025-08-03,카푸치노,라떼/기타,12,60000
2025-08-03,녹차라떼,라떼/기타,14,77000
2025-08-03,초코라떼,라떼/기타,9,49500
2025-08-03,에스프레소,커피,10,35000
2025-08-03,디카페인 아메리카노,커피,5,25000
2025-08-04,아메리카노,커피,68,306000
2025-08-04,카페라떼,라떼/기타,34,170000
2025-08-04,바닐라라떼,라떼/기타,18,99000
2025-08-04,콜드브루,커피,31,170500
2025-08-04,카푸치노,라떼/기타,7,35000
2025-08-04,녹차라떼,라떼/기타,10,55000
2025-08-04,초코라떼,라떼/기타,10,55000
2025-08-04,에스프레소,커피,7,24500
2025-08-04,디카페인 아메리카노,커피,5,25000
2025-08-05,아메리카노,커피,60,270000
2025-08-05,카페라떼,라떼/기타,39,195000
2025-08-05,바닐라라떼,라떼/기타,19,104500
2025-08-05,콜드브루,커피,32,176000
2025-08-05,카푸치노,라떼/기타,6,30000
2025-08-05,녹차라떼,라떼/기타,10,55000
2025-08-05,초코라떼,라떼/기타,8,44000
2025-08-05,에스프레소,커피,5,17500
2025-08-05,디카페인 아메리카노,커피,5,25000
2025-08-06,아메리카노,커피,60,270000
2025-08-06,카페라떼,라떼/기타,48,240000
2025-08-06,바닐라라떼,라떼/기타,24,132000
2025-08-06,콜드브루,커피,53,291500
2025-08-06,카푸치노,라떼/기타,10,50000
2025-08-06,녹차라떼,라떼/기타,8,44000
2025-08-06,초코라떼,라떼/기타,10,55000
2025-08-06,에스프레소,커피,9,31500
2025-08-06,디카페인 아메리카노,커피,8,40000
2025-08-07,아메리카노,커피,84,378000
2025-08-07,카페라떼,라떼/기타,40,200000
2025-08-07,바닐라라떼,라떼/기타,18,99000
2025-08-07,콜드브루,커피,21,115500
2025-08-07,카푸치노,라떼/기타,12,60000
2025-08-07,녹차라떼,라떼/기타,11,60500
2025-08-07,초코라떼,라떼/기타,12,66000
2025-08-07,에스프레소,커피,8,28000
2025-08-07,디카페인 아메리카노,커피,6,30000
2025-08-08,아메리카노,커피,75,337500
2025-08-08,카페라떼,라떼/기타,47,235000
2025-08-08,바닐라라떼,라떼/기타,27,148500
2025-08-08,콜드브루,커피,27,148500
2025-08-08,카푸치노,라떼/기타,16,80000
2025-08-08,녹차라떼,라떼/기타,14,77000
2025-08-08,초코라떼,라떼/기타,13,71500
2025-08-08,에스프레소,커피,10,35000
2025-08-08,디카페인 아메리카노,커피,4,20000
2025-08-09,아메리카노,커피,124,558000
2025-08-09,카페라떼,라떼/기타,57,285000
2025-08-09,바닐라라떼,라떼/기타,29,159500
2025-08-09,콜드브루,커피,27,148500
2025-08-09,카푸치노,라떼/기타,17,85000
2025-08-09,녹차라떼,라떼/기타,11,60500
2025-08-09,초코라떼,라떼/기타,11,60500
2025-08-09,에스프레소,커피,10,35000
2025-08-09,디카페인 아메리카노,커피,12,60000
2025-08-10,아메리카노,커피,64,288000
2025-08-10,카페라떼,라떼/기타,40,200000
2025-08-10,바닐라라떼,라떼/기타,20,110000
2025-08-10,콜드브루,커피,32,176000
2025-08-10,카푸치노,라떼/기타,9,45000
2025-08-10,녹차라떼,라떼/기타,12,66000
2025-08-10,초코라떼,라떼/기타,13,71500
2025-08-10,에스프레소,커피,7,24500
2025-08-10,디카페인 아메리카노,커피,9,45000
2025-08-11,아메리카노,커피,57,256500
2025-08-11,카페라떼,라떼/기타,43,215000
2025-08-11,바닐라라떼,라떼/기타,17,93500
2025-08-11,콜드브루,커피,39,214500
2025-08-11,카푸치노,라떼/기타,11,55000
2025-08-11,녹차라떼,라떼/기타,11,60500
2025-08-11,초코라떼,라떼/기타,8,44000
2025-08-11,에스프레소,커피,5,17500
2025-08-11,디카페인 아메리카노,커피,4,20000
2025-08-12,아메리카노,커피,69,310500
2025-08-12,카페라떼,라떼/기타,31,155000
2025-08-12,바닐라라떼,라떼/기타,15,82500
2025-08-12,콜드브루,커피,37,203500
2025-08-12,카푸치노,라떼/기타,13,65000
2025-08-12,녹차라떼,라떼/기타,9,49500
2025-08-12,초코라떼,라떼/기타,8,44000
2025-08-12,에스프레소,커피,8,28000
2025-08-12,디카페인 아메리카노,커피,5,25000
2025-08-13,아메리카노,커피,66,297000
2025-08-13,카페라떼,라떼/기타,33,165000
2025-08-13,바닐라라떼,라떼/기타,15,82500
2025-08-13,콜드브루,커피,31,170500
2025-08-13,카푸치노,라떼/기타,9,45000
2025-08-13,녹차라떼,라떼/기타,7,38500
2025-08-13,초코라떼,라떼/기타,8,44000
2025-08-13,에스프레소,커피,5,17500
2025-08-13,디카페인 아메리카노,커피,6,30000
2025-08-14,아메리카노,커피,79,355500
2025-08-14,카페라떼,라떼/기타,46,230000
2025-08-14,바닐라라떼,라떼/기타,29,159500
2025-08-14,콜드브루,커피,20,110000
2025-08-14,카푸치노,라떼/기타,11,55000
2025-08-14,녹차라떼,라떼/기타,16,88000
2025-08-14,초코라떼,라떼/기타,13,71500
2025-08-14,에스프레소,커피,8,28000
2025-08-14,디카페인 아메리카노,커피,5,25000
2025-08-15,아메리카노,커피,107,481500
2025-08-15,카페라떼,라떼/기타,50,250000
2025-08-15,바닐라라떼,라떼/기타,33,181500
2025-08-15,콜드브루,커피,37,203500
2025-08-15,카푸치노,라떼/기타,12,60000
2025-08-15,녹차라떼,라떼/기타,17,93500
2025-08-15,초코라떼,라떼/기타,17,93500
2025-08-15,에스프레소,커피,15,52500
2025-08-15,디카페인 아메리카노,커피,8,40000
2025-08-16,아메리카노,커피,107,481500
2025-08-16,카페라떼,라떼/기타,56,280000
2025-08-16,바닐라라떼,라떼/기타,36,198000
2025-08-16,콜드브루,커피,48,264000
2025-08-16,카푸치노,라떼/기타,12,60000
2025-08-16,녹차라떼,라떼/기타,18,99000
2025-08-16,초코라떼,라떼/기타,14,77000
2025-08-16,에스프레소,커피,10,35000
2025-08-16,디카페인 아메리카노,커피,5,25000
2025-08-17,아메리카노,커피,76,342000
2025-08-17,카페라떼,라떼/기타,40,200000
2025-08-17,바닐라라떼,라떼/기타,14,77000
2025-08-17,콜드브루,커피,6,33000
2025-08-17,카푸치노,라떼/기타,14,70000
2025-08-17,녹차라떼,라떼/기타,12,66000
2025-08-17,초코라떼,라떼/기타,5,27500
2025-08-17,에스프레소,커피,6,21000
2025-08-17,디카페인 아메리카노,커피,5,25000
2025-08-18,아메리카노,커피,67,301500
2025-08-18,카페라떼,라떼/기타,36,180000
2025-08-18,바닐라라떼,라떼/기타,19,104500
2025-08-18,콜드브루,커피,23,126500
2025-08-18,카푸치노,라떼/기타,8,40000
2025-08-18,녹차라떼,라떼/기타,16,88000
2025-08-18,초코라떼,라떼/기타,6,33000
2025-08-18,에스프레소,커피,5,17500
2025-08-18,디카페인 아메리카노,커피,5,25000
2025-08-19,아메리카노,커피,67,301500
2025-08-19,카페라떼,라떼/기타,40,200000
2025-08-19,바닐라라떼,라떼/기타,20,110000
2025-08-19,콜드브루,커피,18,99000
2025-08-19,카푸치노,라떼/기타,15,75000
2025-08-19,녹차라떼,라떼/기타,10,55000
2025-08-19,초코라떼,라떼/기타,12,66000
2025-08-19,에스프레소,커피,5,17500
2025-08-19,디카페인 아메리카노,커피,4,20000
2025-08-20,아메리카노,커피,74,333000
2025-08-20,카페라떼,라떼/기타,46,230000
2025-08-20,바닐라라떼,라떼/기타,28,154000
2025-08-20,콜드브루,커피,28,154000
2025-08-20,카푸치노,라떼/기타,17,85000
2025-08-20,녹차라떼,라떼/기타,13,71500
2025-08-20,초코라떼,라떼/기타,13,71500
2025-08-20,에스프레소,커피,9,31500
2025-08-20,디카페인 아메리카노,커피,3,15000
2025-08-21,아메리카노,커피,74,333000
2025-08-21,카페라떼,라떼/기타,31,155000
2025-08-21,바닐라라떼,라떼/기타,28,154000
2025-08-21,콜드브루,커피,25,137500
2025-08-21,카푸치노,라떼/기타,15,75000
2025-08-21,녹차라떼,라떼/기타,9,49500
2025-08-21,초코라떼,라떼/기타,12,66000
2025-08-21,에스프레소,커피,7,24500
2025-08-21,디카페인 아메리카노,커피,4,20000
2025-08-22,아메리카노,커피,83,373500
2025-08-22,카페라떼,라떼/기타,57,285000
2025-08-22,바닐라라떼,라떼/기타,32,176000
2025-08-22,콜드브루,커피,49,269500
2025-08-22,카푸치노,라떼/기타,8,40000
2025-08-22,녹차라떼,라떼/기타,16,88000
2025-08-22,초코라떼,라떼/기타,14,77000
2025-08-22,에스프레소,커피,6,21000
2025-08-22,디카페인 아메리카노,커피,8,40000
2025-08-23,아메리카노,커피,65,292500
2025-08-23,카페라떼,라떼/기타,60,300000
2025-08-23,바닐라라떼,라떼/기타,24,132000
2025-08-23,콜드브루,커피,58,319000
2025-08-23,카푸치노,라떼/기타,10,50000
2025-08-23,녹차라떼,라떼/기타,11,60500
2025-08-23,초코라떼,라떼/기타,13,71500
2025-08-23,에스프레소,커피,12,42000
2025-08-23,디카페인 아메리카노,커피,10,50000
2025-08-24,아메리카노,커피,125,562500
2025-08-24,카페라떼,라떼/기타,45,225000
2025-08-24,바닐라라떼,라떼/기타,26,143000
2025-08-24,콜드브루,커피,58,319000
2025-08-24,카푸치노,라떼/기타,12,60000
2025-08-24,녹차라떼,라떼/기타,13,71500
2025-08-24,초코라떼,라떼/기타,19,104500
2025-08-24,에스프레소,커피,11,38500
2025-08-24,디카페인 아메리카노,커피,9,45000
2025-08-25,아메리카노,커피,70,315000
2025-08-25,카페라떼,라떼/기타,34,170000
2025-08-25,바닐라라떼,라떼/기타,18,99000
2025-08-25,콜드브루,커피,16,88000
2025-08-25,카푸치노,라떼/기타,14,70000
2025-08-25,녹차라떼,라떼/기타,13,71500
2025-08-25,초코라떼,라떼/기타,9,49500
2025-08-25,에스프레소,커피,10,35000
2025-08-25,디카페인 아메리카노,커피,5,25000
2025-08-26,아메리카노,커피,56,252000
2025-08-26,카페라떼,라떼/기타,55,275000
2025-08-26,바닐라라떼,라떼/기타,21,115500
2025-08-26,콜드브루,커피,25,137500
2025-08-26,카푸치노,라떼/기타,14,70000
2025-08-26,녹차라떼,라떼/기타,17,93500
2025-08-26,초코라떼,라떼/기타,15,82500
2025-08-26,에스프레소,커피,8,28000
2025-08-26,디카페인 아메리카노,커피,6,30000
2025-08-27,아메리카노,커피,66,297000
2025-08-27,카페라떼,라떼/기타,46,230000
2025-08-27,바닐라라떼,라떼/기타,19,104500
2025-08-27,콜드브루,커피,26,143000
2025-08-27,카푸치노,라떼/기타,8,40000
2025-08-27,녹차라떼,라떼/기타,16,88000
2025-08-27,초코라떼,라떼/기타,11,60500
2025-08-27,에스프레소,커피,9,31500
2025-08-27,디카페인 아메리카노,커피,6,30000
2025-08-28,아메리카노,커피,70,315000
2025-08-28,카페라떼,라떼/기타,42,210000
2025-08-28,바닐라라떼,라떼/기타,24,132000
2025-08-28,콜드브루,커피,13,71500
2025-08-28,카푸치노,라떼/기타,13,65000
2025-08-28,녹차라떼,라떼/기타,13,71500
2025-08-28,초코라떼,라떼/기타,11,60500
2025-08-28,에스프레소,커피,7,24500
2025-08-28,디카페인 아메리카노,커피,6,30000
2025-08-29,아메리카노,커피,79,355500
2025-08-29,카페라떼,라떼/기타,59,295000
2025-08-29,바닐라라떼,라떼/기타,34,187000
2025-08-29,콜드브루,커피,17,93500
2025-08-29,카푸치노,라떼/기타,17,85000
2025-08-29,녹차라떼,라떼/기타,18,99000
2025-08-29,초코라떼,라떼/기타,17,93500
2025-08-29,에스프레소,커피,8,28000
2025-08-29,디카페인 아메리카노,커피,9,45000
2025-08-30,아메리카노,커피,78,351000
2025-08-30,카페라떼,라떼/기타,48,240000
2025-08-30,바닐라라떼,라떼/기타,17,93500
2025-08-30,콜드브루,커피,15,82500
2025-08-30,카푸치노,라떼/기타,14,70000
2025-08-30,녹차라떼,라떼/기타,16,88000
2025-08-30,초코라떼,라떼/기타,11,60500
2025-08-30,에스프레소,커피,7,24500
2025-08-30,디카페인 아메리카노,커피,5,25000
2025-08-31,아메리카노,커피,85,382500
2025-08-31,카페라떼,라떼/기타,33,165000
2025-08-31,바닐라라떼,라떼/기타,31,170500
2025-08-31,콜드브루,커피,24,132000
2025-08-31,카푸치노,라떼/기타,14,70000
2025-08-31,녹차라떼,라떼/기타,12,66000
2025-08-31,초코라떼,라떼/기타,11,60500
2025-08-31,에스프레소,커피,8,28000
2025-08-31,디카페인 아메리카노,커피,7,35000
2025-09-01,아메리카노,커피,62,279000
2025-09-01,카페라떼,라떼/기타,44,220000
2025-09-01,바닐라라떼,라떼/기타,12,66000
2025-09-01,콜드브루,커피,15,82500
2025-09-01,카푸치노,라떼/기타,13,65000
2025-09-01,녹차라떼,라떼/기타,13,71500
2025-09-01,초코라떼,라떼/기타,9,49500
2025-09-01,에스프레소,커피,8,28000
2025-09-01,디카페인 아메리카노,커피,5,25000
2025-09-02,아메리카노,커피,46,207000
2025-09-02,카페라떼,라떼/기타,46,230000
2025-09-02,바닐라라떼,라떼/기타,9,49500
2025-09-02,콜드브루,커피,34,187000
2025-09-02,카푸치노,라떼/기타,7,35000
2025-09-02,녹차라떼,라떼/기타,11,60500
2025-09-02,초코라떼,라떼/기타,10,55000
2025-09-02,에스프레소,커피,7,24500
2025-09-02,디카페인 아메리카노,커피,6,30000
2025-09-03,아메리카노,커피,51,229500
2025-09-03,카페라떼,라떼/기타,43,215000
2025-09-03,바닐라라떼,라떼/기타,24,132000
2025-09-03,콜드브루,커피,26,143000
2025-09-03,카푸치노,라떼/기타,12,60000
2025-09-03,녹차라떼,라떼/기타,10,55000
2025-09-03,초코라떼,라떼/기타,10,55000
2025-09-03,에스프레소,커피,6,21000
2025-09-03,디카페인 아메리카노,커피,7,35000
2025-09-04,아메리카노,커피,57,256500
2025-09-04,카페라떼,라떼/기타,47,235000
2025-09-04,바닐라라떼,라떼/기타,22,121000
2025-09-04,콜드브루,커피,40,220000
2025-09-04,카푸치노,라떼/기타,8,40000
2025-09-04,녹차라떼,라떼/기타,10,55000
2025-09-04,초코라떼,라떼/기타,12,66000
2025-09-04,에스프레소,커피,7,24500
2025-09-04,디카페인 아메리카노,커피,7,35000
2025-09-05,아메리카노,커피,101,454500
2025-09-05,카페라떼,라떼/기타,56,280000
2025-09-05,바닐라라떼,라떼/기타,25,137500
2025-09-05,콜드브루,커피,23,126500
2025-09-05,카푸치노,라떼/기타,12,60000
2025-09-05,녹차라떼,라떼/기타,10,55000
2025-09-05,초코라떼,라떼/기타,10,55000
2025-09-05,에스프레소,커피,9,31500
2025-09-05,디카페인 아메리카노,커피,6,30000
2025-09-06,아메리카노,커피,69,310500
2025-09-06,카페라떼,라떼/기타,35,175000
2025-09-06,바닐라라떼,라떼/기타,22,121000
2025-09-06,콜드브루,커피,33,181500
2025-09-06,카푸치노,라떼/기타,18,90000
2025-09-06,녹차라떼,라떼/기타,12,66000
2025-09-06,초코라떼,라떼/기타,14,77000
2025-09-06,에스프레소,커피,11,38500
2025-09-06,디카페인 아메리카노,커피,12,60000
2025-09-07,아메리카노,커피,90,405000
2025-09-07,카페라떼,라떼/기타,42,210000
2025-09-07,바닐라라떼,라떼/기타,25,137500
2025-09-07,콜드브루,커피,23,126500
2025-09-07,카푸치노,라떼/기타,14,70000
2025-09-07,녹차라떼,라떼/기타,9,49500
2025-09-07,초코라떼,라떼/기타,10,55000
2025-09-07,에스프레소,커피,7,24500
2025-09-07,디카페인 아메리카노,커피,6,30000
2025-09-08,아메리카노,커피,19,85500
2025-09-08,카페라떼,라떼/기타,10,50000
2025-09-08,바닐라라떼,라떼/기타,7,38500
2025-09-08,콜드브루,커피,7,38500
2025-09-08,카푸치노,라떼/기타,5,25000
2025-09-08,녹차라떼,라떼/기타,4,22000
2025-09-08,초코라떼,라떼/기타,2,11000
2025-09-08,에스프레소,커피,2,7000
2025-09-08,디카페인 아메리카노,커피,1,5000
2025-09-09,아메리카노,커피,62,279000
2025-09-09,카페라떼,라떼/기타,35,175000
2025-09-09,바닐라라떼,라떼/기타,15,82500
2025-09-09,콜드브루,커피,16,88000
2025-09-09,카푸치노,라떼/기타,13,65000
2025-09-09,녹차라떼,라떼/기타,10,55000
2025-09-09,초코라떼,라떼/기타,8,44000
2025-09-09,에스프레소,커피,8,28000
2025-09-09,디카페인 아메리카노,커피,7,35000
2025-09-10,아메리카노,커피,72,324000
2025-09-10,카페라떼,라떼/기타,51,255000
2025-09-10,바닐라라떼,라떼/기타,34,187000
2025-09-10,콜드브루,커피,23,126500
2025-09-10,카푸치노,라떼/기타,12,60000
2025-09-10,녹차라떼,라떼/기타,11,60500
2025-09-10,초코라떼,라떼/기타,7,38500
2025-09-10,에스프레소,커피,7,24500
2025-09-10,디카페인 아메리카노,커피,6,30000
2025-09-11,아메리카노,커피,91,409500
2025-09-11,카페라떼,라떼/기타,71,355000
2025-09-11,바닐라라떼,라떼/기타,24,132000
2025-09-11,콜드브루,커피,17,93500
2025-09-11,카푸치노,라떼/기타,16,80000
2025-09-11,녹차라떼,라떼/기타,13,71500
2025-09-11,초코라떼,라떼/기타,12,66000
2025-09-11,에스프레소,커피,8,28000
2025-09-11,디카페인 아메리카노,커피,3,15000
2025-09-12,아메리카노,커피,108,486000
2025-09-12,카페라떼,라떼/기타,47,235000
2025-09-12,바닐라라떼,라떼/기타,35,192500
2025-09-12,콜드브루,커피,27,148500
2025-09-12,카푸치노,라떼/기타,14,70000
2025-09-12,녹차라떼,라떼/기타,11,60500
2025-09-12,초코라떼,라떼/기타,13,71500
2025-09-12,에스프레소,커피,10,35000
2025-09-12,디카페인 아메리카노,커피,8,40000
2025-09-13,아메리카노,커피,76,342000
2025-09-13,카페라떼,라떼/기타,80,400000
2025-09-13,바닐라라떼,라떼/기타,38,209000
2025-09-13,콜드브루,커피,30,165000
2025-09-13,카푸치노,라떼/기타,19,95000
2025-09-13,녹차라떼,라떼/기타,16,88000
2025-09-13,초코라떼,라떼/기타,9,49500
2025-09-13,에스프레소,커피,9,31500
2025-09-13,디카페인 아메리카노,커피,6,30000
2025-09-14,아메리카노,커피,87,391500
2025-09-14,카페라떼,라떼/기타,62,310000
2025-09-14,바닐라라떼,라떼/기타,29,159500
2025-09-14,콜드브루,커피,37,203500
2025-09-14,카푸치노,라떼/기타,21,105000
2025-09-14,녹차라떼,라떼/기타,9,49500
2025-09-14,초코라떼,라떼/기타,10,55000
2025-09-14,에스프레소,커피,12,42000
2025-09-14,디카페인 아메리카노,커피,9,45000
2025-09-15,아메리카노,커피,71,319500
2025-09-15,카페라떼,라떼/기타,40,200000
2025-09-15,바닐라라떼,라떼/기타,21,115500
2025-09-15,콜드브루,커피,22,121000
2025-09-15,카푸치노,라떼/기타,11,55000
2025-09-15,녹차라떼,라떼/기타,15,82500
2025-09-15,초코라떼,라떼/기타,12,66000
2025-09-15,에스프레소,커피,9,31500
2025-09-15,디카페인 아메리카노,커피,5,25000
2025-09-16,아메리카노,커피,77,346500
2025-09-16,카페라떼,라떼/기타,45,225000
2025-09-16,바닐라라떼,라떼/기타,20,110000
2025-09-16,콜드브루,커피,20,110000
2025-09-16,카푸치노,라떼/기타,13,65000
2025-09-16,녹차라떼,라떼/기타,8,44000
2025-09-16,초코라떼,라떼/기타,6,33000
2025-09-16,에스프레소,커피,6,21000
2025-09-16,디카페인 아메리카노,커피,3,15000
2025-09-17,아메리카노,커피,44,198000
2025-09-17,카페라떼,라떼/기타,49,245000
2025-09-17,바닐라라떼,라떼/기타,23,126500
2025-09-17,콜드브루,커피,18,99000
2025-09-17,카푸치노,라떼/기타,10,50000
2025-09-17,녹차라떼,라떼/기타,10,55000
2025-09-17,초코라떼,라떼/기타,9,49500
2025-09-17,에스프레소,커피,10,35000
2025-09-17,디카페인 아메리카노,커피,3,15000
2025-09-18,아메리카노,커피,84,378000
2025-09-18,카페라떼,라떼/기타,50,250000
2025-09-18,바닐라라떼,라떼/기타,23,126500
2025-09-18,콜드브루,커피,17,93500
2025-09-18,카푸치노,라떼/기타,13,65000
2025-09-18,녹차라떼,라떼/기타,12,66000
2025-09-18,초코라떼,라떼/기타,10,55000
2025-09-18,에스프레소,커피,4,14000
2025-09-18,디카페인 아메리카노,커피,5,25000
2025-09-19,아메리카노,커피,61,274500
2025-09-19,카페라떼,라떼/기타,36,180000
2025-09-19,바닐라라떼,라떼/기타,23,126500
2025-09-19,콜드브루,커피,15,82500
2025-09-19,카푸치노,라떼/기타,18,90000
2025-09-19,녹차라떼,라떼/기타,5,27500
2025-09-19,초코라떼,라떼/기타,16,88000
2025-09-19,에스프레소,커피,10,35000
2025-09-19,디카페인 아메리카노,커피,8,40000
2025-09-20,아메리카노,커피,80,360000
2025-09-20,카페라떼,라떼/기타,70,350000
2025-09-20,바닐라라떼,라떼/기타,39,214500
2025-09-20,콜드브루,커피,16,88000
2025-09-20,카푸치노,라떼/기타,15,75000
2025-09-20,녹차라떼,라떼/기타,13,71500
2025-09-20,초코라떼,라떼/기타,14,77000
2025-09-20,에스프레소,커피,10,35000
2025-09-20,디카페인 아메리카노,커피,7,35000
2025-09-21,아메리카노,커피,65,292500
2025-09-21,카페라떼,라떼/기타,37,185000
2025-09-21,바닐라라떼,라떼/기타,12,66000
2025-09-21,콜드브루,커피,21,115500
2025-09-21,카푸치노,라떼/기타,18,90000
2025-09-21,녹차라떼,라떼/기타,12,66000
2025-09-21,초코라떼,라떼/기타,13,71500
2025-09-21,에스프레소,커피,8,28000
2025-09-21,디카페인 아메리카노,커피,6,30000
2025-09-22,아메리카노,커피,64,288000
2025-09-22,카페라떼,라떼/기타,29,145000
2025-09-22,바닐라라떼,라떼/기타,12,66000
2025-09-22,콜드브루,커피,25,137500
2025-09-22,카푸치노,라떼/기타,14,70000
2025-09-22,녹차라떼,라떼/기타,11,60500
2025-09-22,초코라떼,라떼/기타,10,55000
2025-09-22,에스프레소,커피,7,24500
2025-09-22,디카페인 아메리카노,커피,6,30000
2025-09-23,아메리카노,커피,85,382500
2025-09-23,카페라떼,라떼/기타,28,140000
2025-09-23,바닐라라떼,라떼/기타,17,93500
2025-09-23,콜드브루,커피,16,88000
2025-09-23,카푸치노,라떼/기타,9,45000
2025-09-23,녹차라떼,라떼/기타,10,55000
2025-09-23,초코라떼,라떼/기타,7,38500
2025-09-23,에스프레소,커피,4,14000
2025-09-23,디카페인 아메리카노,커피,6,30000
2025-09-24,아메리카노,커피,75,337500
2025-09-24,카페라떼,라떼/기타,41,205000
2025-09-24,바닐라라떼,라떼/기타,25,137500
2025-09-24,콜드브루,커피,17,93500
2025-09-24,카푸치노,라떼/기타,12,60000
2025-09-24,녹차라떼,라떼/기타,14,77000
2025-09-24,초코라떼,라떼/기타,9,49500
2025-09-24,에스프레소,커피,7,24500
2025-09-24,디카페인 아메리카노,커피,6,30000
2025-09-25,아메리카노,커피,83,373500
2025-09-25,카페라떼,라떼/기타,37,185000
2025-09-25,바닐라라떼,라떼/기타,19,104500
2025-09-25,콜드브루,커피,16,88000
2025-09-25,카푸치노,라떼/기타,14,70000
2025-09-25,녹차라떼,라떼/기타,4,22000
2025-09-25,초코라떼,라떼/기타,8,44000
2025-09-25,에스프레소,커피,2,7000
2025-09-25,디카페인 아메리카노,커피,4,20000
2025-09-26,아메리카노,커피,94,423000
2025-09-26,카페라떼,라떼/기타,39,195000
2025-09-26,바닐라라떼,라떼/기타,26,143000
2025-09-26,콜드브루,커피,22,121000
2025-09-26,카푸치노,라떼/기타,18,90000
2025-09-26,녹차라떼,라떼/기타,14,77000
2025-09-26,초코라떼,라떼/기타,10,55000
2025-09-26,에스프레소,커피,13,45500
2025-09-26,디카페인 아메리카노,커피,7,35000
2025-09-27,아메리카노,커피,121,544500
2025-09-27,카페라떼,라떼/기타,63,315000
2025-09-27,바닐라라떼,라떼/기타,36,198000
2025-09-27,콜드브루,커피,38,209000
2025-09-27,카푸치노,라떼/기타,25,125000
2025-09-27,녹차라떼,라떼/기타,19,104500
2025-09-27,초코라떼,라떼/기타,14,77000
2025-09-27,에스프레소,커피,9,31500
2025-09-27,디카페인 아메리카노,커피,9,45000
2025-09-28,아메리카노,커피,97,436500
2025-09-28,카페라떼,라떼/기타,38,190000
2025-09-28,바닐라라떼,라떼/기타,29,159500
2025-09-28,콜드브루,커피,17,93500
2025-09-28,카푸치노,라떼/기타,22,110000
2025-09-28,녹차라떼,라떼/기타,13,71500
2025-09-28,초코라떼,라떼/기타,10,55000
2025-09-28,에스프레소,커피,11,38500
2025-09-28,디카페인 아메리카노,커피,7,35000
2025-09-29,아메리카노,커피,52,234000
2025-09-29,카페라떼,라떼/기타,43,215000
2025-09-29,바닐라라떼,라떼/기타,19,104500
2025-09-29,콜드브루,커피,19,104500
2025-09-29,카푸치노,라떼/기타,12,60000
2025-09-29,녹차라떼,라떼/기타,7,38500
2025-09-29,초코라떼,라떼/기타,7,38500
2025-09-29,에스프레소,커피,6,21000
2025-09-29,디카페인 아메리카노,커피,5,25000
2025-09-30,아메리카노,커피,55,247500
2025-09-30,카페라떼,라떼/기타,25,125000
2025-09-30,바닐라라떼,라떼/기타,18,99000
2025-09-30,콜드브루,커피,14,77000
2025-09-30,카푸치노,라떼/기타,13,65000
2025-09-30,녹차라떼,라떼/기타,6,33000
2025-09-30,초코라떼,라떼/기타,7,38500
2025-09-30,에스프레소,커피,6,21000
2025-09-30,디카페인 아메리카노,커피,5,25000
2025-10-01,아메리카노,커피,75,337500
2025-10-01,카페라떼,라떼/기타,42,210000
2025-10-01,바닐라라떼,라떼/기타,27,148500
2025-10-01,콜드브루,커피,23,126500
2025-10-01,카푸치노,라떼/기타,12,60000
2025-10-01,녹차라떼,라떼/기타,11,60500
2025-10-01,초코라떼,라떼/기타,10,55000
2025-10-01,에스프레소,커피,7,24500
2025-10-01,디카페인 아메리카노,커피,5,25000
2025-10-02,아메리카노,커피,59,265500
2025-10-02,카페라떼,라떼/기타,44,220000
2025-10-02,바닐라라떼,라떼/기타,19,104500
2025-10-02,콜드브루,커피,25,137500
2025-10-02,카푸치노,라떼/기타,14,70000
2025-10-02,녹차라떼,라떼/기타,12,66000
2025-10-02,초코라떼,라떼/기타,10,55000
2025-10-02,에스프레소,커피,10,35000
2025-10-02,디카페인 아메리카노,커피,4,20000
2025-10-03,아메리카노,커피,125,562500
2025-10-03,카페라떼,라떼/기타,34,170000
2025-10-03,바닐라라떼,라떼/기타,40,220000
2025-10-03,콜드브루,커피,28,154000
2025-10-03,카푸치노,라떼/기타,16,80000
2025-10-03,녹차라떼,라떼/기타,19,104500
2025-10-03,초코라떼,라떼/기타,13,71500
2025-10-03,에스프레소,커피,10,35000
2025-10-03,디카페인 아메리카노,커피,11,55000
2025-10-04,아메리카노,커피,138,621000
2025-10-04,카페라떼,라떼/기타,61,305000
2025-10-04,바닐라라떼,라떼/기타,32,176000
2025-10-04,콜드브루,커피,27,148500
2025-10-04,카푸치노,라떼/기타,14,70000
2025-10-04,녹차라떼,라떼/기타,17,93500
2025-10-04,초코라떼,라떼/기타,14,77000
2025-10-04,에스프레소,커피,10,35000
2025-10-04,디카페인 아메리카노,커피,9,45000
2025-10-05,아메리카노,커피,118,531000
2025-10-05,카페라떼,라떼/기타,43,215000
2025-10-05,바닐라라떼,라떼/기타,35,192500
2025-10-05,콜드브루,커피,28,154000
